video_id,title,channel_title,category,publish_time,views,likes,comment_count,tags
vid_36,Video Title 36,MrBeast,Gaming,2023-04-13,7442248,141749.0,6082.0,"shorts,music,funny"
vid_37,Video Title 37,T-Series,People & Blogs,2023-11-06,5803627,,,"cricket,funny,vlog"
vid_38,Video Title 38,MrBeast,Entertainment,2023-02-21,6960169,172039.0,12342.0,"trending,music,shorts"
vid_39,Video Title 39,NDTV,Travel & Events,2023-04-05,5658396,447172.0,5025.0,"cricket,tutorial,shorts"
vid_40,Video Title 40,StudyIQ Education,Gaming,2023-09-10,6693564,348194.0,12951.0,"trending,music,shorts"
vid_41,Video Title 41,MrBeast,Science & Technology,2023-05-11,2912357,485361.0,17475.0,"shorts,cricket,vlog"
vid_42,Video Title 42,MrBeast,Comedy,2023-07-27,2137318,158080.0,18889.0,"vlog,shorts,tutorial"
vid_43,Video Title 43,BB Ki Vines,Music,2023-07-30,8081077,229852.0,7071.0,"tutorial,shorts,music"
vid_44,Video Title 44,T-Series,Travel & Events,2023-10-06,8364090,152542.0,16216.0,"trending,cricket,vlog"
vid_45,Video Title 45,Aaj Tak,Science & Technology,2023-04-14,3050637,82512.0,1684.0,"shorts,funny,tutorial"
vid_46,Video Title 46,NDTV,People & Blogs,2023-12-14,2061778,73667.0,12308.0,"cricket,vlog,funny"
vid_47,Video Title 47,Sony Music India,Science & Technology,2023-10-01,5481556,150438.0,18060.0,"shorts,vlog,funny"
vid_48,Video Title 48,T-Series,People & Blogs,2023-05-23,4911689,277866.0,9501.0,"tutorial,cricket,shorts"
vid_49,Video Title 49,Aaj Tak,Sports,2023-10-16,816332,228824.0,6127.0,"trending,tutorial,vlog"
vid_50,Video Title 50,Star Sports,People & Blogs,2023-01-15,1020336,208477.0,836.0,"funny,music,tutorial"
vid_51,Video Title 51,MrBeast,Science & Technology,2023-04-27,1303158,356287.0,2017.0,"shorts,tutorial,trending"
vid_52,Video Title 52,BB Ki Vines,Comedy,2023-05-16,733419,222397.0,17841.0,"shorts,tutorial,funny"
vid_53,Video Title 53,Ashish Chanchlani Vines,Music,2023-02-22,9550377,384845.0,9062.0,"music,funny,cricket"
vid_54,Video Title 54,Star Sports,Education,2023-09-24,6154207,103180.0,903.0,"tutorial,trending,shorts"
vid_55,Video Title 55,MrBeast,People & Blogs,2023-01-05,6593259,489792.0,7306.0,"cricket,music,tutorial"
vid_56,Video Title 56,Sony Music India,Science & Technology,2023-05-26,6888263,32823.0,13633.0,"music,shorts,tutorial"
vid_57,Video Title 57,Sony Music India,Gaming,2023-10-08,6140661,370907.0,1489.0,"funny,tutorial,music"
vid_58,Video Title 58,T-Series,Comedy,2023-06-10,5010346,214395.0,8525.0,"tutorial,music,cricket"
vid_59,Video Title 59,StudyIQ Education,News & Politics,2023-04-09,8437215,60651.0,8611.0,"tutorial,shorts,funny"
vid_60,Video Title 60,Ashish Chanchlani Vines,Music,2023-01-26,7684844,11851.0,12971.0,"trending,vlog,funny"
vid_61,Video Title 61,Technical Guruji,People & Blogs,2023-05-04,4374603,129241.0,6539.0,"music,trending,cricket"
vid_62,Video Title 62,MrBeast,Music,2023-05-23,2345032,41954.0,2139.0,"funny,tutorial,shorts"
vid_63,Video Title 63,Technical Guruji,Entertainment,2023-04-01,2866730,136500.0,13357.0,"trending,shorts,cricket"
vid_64,Video Title 64,Star Sports,Sports,2023-01-20,6382031,285120.0,3468.0,"vlog,shorts,cricket"
vid_65,Video Title 65,StudyIQ Education,Science & Technology,2023-06-22,9946674,111339.0,17699.0,"funny,trending,vlog"
vid_66,Video Title 66,Star Sports,Science & Technology,2023-04-22,6372684,337283.0,18951.0,"trending,music,tutorial"
vid_67,Video Title 67,MrBeast,Travel & Events,2023-10-15,5225843,164509.0,14114.0,"shorts,cricket,trending"
vid_68,Video Title 68,MrBeast,Science & Technology,2023-02-14,9084710,37631.0,10625.0,"cricket,trending,funny"
vid_69,Video Title 69,NDTV,Travel & Events,2023-03-08,4039811,,17813.0,"trending,funny,vlog"
vid_70,Video Title 70,Ashish Chanchlani Vines,News & Politics,2023-09-06,4451899,319070.0,3012.0,"funny,shorts,vlog"
vid_71,Video Title 71,MrBeast,Science & Technology,2023-07-16,1556759,310489.0,7354.0,"trending,vlog,shorts"
vid_72,Video Title 72,MrBeast,People & Blogs,2023-09-24,133550,144067.0,1198.0,"shorts,tutorial,music"
vid_73,Video Title 73,Aaj Tak,News & Politics,2023-12-29,1932727,413736.0,6688.0,"funny,trending,music"
vid_74,Video Title 74,Sony Music India,News & Politics,2023-03-20,7667388,24572.0,3494.0,"tutorial,funny,music"
vid_75,Video Title 75,NDTV,,2023-12-30,540311,92803.0,4098.0,"music,funny,shorts"
vid_76,Video Title 76,Sony Music India,People & Blogs,2023-01-24,9408141,465077.0,8745.0,"vlog,funny,shorts"
vid_77,Video Title 77,NDTV,Music,2023-04-05,6160468,402499.0,5219.0,"funny,shorts,tutorial"
vid_78,Video Title 78,Ashish Chanchlani Vines,People & Blogs,2023-10-24,2845816,120962.0,13416.0,"tutorial,music,funny"
vid_79,Video Title 79,Star Sports,Gaming,2023-05-31,6933087,435894.0,15572.0,"tutorial,shorts,cricket"
vid_80,Video Title 80,Sony Music India,Entertainment,2023-09-24,1668851,74908.0,6721.0,"funny,shorts,music"
vid_81,Video Title 81,StudyIQ Education,Entertainment,2023-11-11,3092136,60203.0,11311.0,"shorts,cricket,tutorial"
vid_82,Video Title 82,T-Series,Comedy,2023-06-23,1279783,166999.0,11757.0,"vlog,cricket,shorts"
vid_83,Video Title 83,NDTV,Education,2023-12-07,9830122,315771.0,6065.0,"music,funny,trending"
vid_84,Video Title 84,Technical Guruji,Comedy,2023-01-31,9722400,109033.0,5825.0,"trending,funny,shorts"
vid_85,Video Title 85,BB Ki Vines,Music,2023-07-16,4680082,16122.0,6665.0,"shorts,funny,tutorial"
vid_86,Video Title 86,T-Series,Education,2023-06-17,3843689,186123.0,7929.0,"funny,shorts,tutorial"
vid_87,Video Title 87,Technical Guruji,News & Politics,2023-01-25,7790132,65379.0,2247.0,"shorts,trending,music"
vid_88,Video Title 88,Sony Music India,People & Blogs,2023-06-10,7870464,87595.0,17776.0,"cricket,tutorial,funny"
vid_89,Video Title 89,Star Sports,People & Blogs,2023-01-05,3589448,127407.0,17151.0,"shorts,vlog,funny"
vid_90,Video Title 90,Technical Guruji,Music,2023-06-23,6345479,147487.0,19078.0,"music,tutorial,shorts"
vid_91,Video Title 91,T-Series,Comedy,2023-04-06,7813549,425179.0,10141.0,"tutorial,vlog,shorts"
vid_92,Video Title 92,BB Ki Vines,Entertainment,2023-02-11,1140750,181539.0,12479.0,"tutorial,music,funny"
vid_93,Video Title 93,Aaj Tak,News & Politics,2023-02-05,8850638,335250.0,18917.0,"trending,shorts,tutorial"
vid_94,Video Title 94,Star Sports,Sports,2023-07-30,3918370,293215.0,8242.0,"trending,music,tutorial"
vid_95,Video Title 95,MrBeast,Comedy,2023-08-13,7214759,69205.0,15630.0,"funny,music,shorts"
vid_96,Video Title 96,Star Sports,Music,2023-09-18,1961111,56976.0,13177.0,"shorts,funny,music"
vid_97,Video Title 97,Aaj Tak,Travel & Events,2023-03-07,201177,199645.0,5229.0,"tutorial,cricket,vlog"
vid_98,Video Title 98,Ashish Chanchlani Vines,Travel & Events,2023-01-03,8273622,118007.0,8710.0,"vlog,tutorial,funny"
vid_99,Video Title 99,BB Ki Vines,Music,2023-02-18,8289358,60993.0,7364.0,"tutorial,trending,music"
vid_100,Video Title 100,Technical Guruji,People & Blogs,2023-11-21,8225403,85830.0,13935.0,"funny,music,cricket"
vid_101,Video Title 101,BB Ki Vines,Music,2023-03-25,2275922,270620.0,13990.0,"trending,music,tutorial"
vid_102,Video Title 102,Technical Guruji,Comedy,2023-08-24,5599005,484000.0,12667.0,"cricket,shorts,tutorial"
vid_103,Video Title 103,NDTV,Travel & Events,2023-08-15,2395779,43179.0,12656.0,"cricket,vlog,tutorial"
vid_104,Video Title 104,Aaj Tak,Science & Technology,2023-07-28,2078327,49004.0,985.0,"cricket,trending,funny"
vid_105,Video Title 105,Ashish Chanchlani Vines,Sports,2023-09-04,3889761,82345.0,13061.0,"tutorial,trending,music"
vid_106,Video Title 106,Sony Music India,Comedy,2023-02-17,1624087,55940.0,8450.0,"trending,music,tutorial"
vid_107,Video Title 107,Sony Music India,News & Politics,2023-04-11,142382,141340.0,16870.0,"cricket,shorts,tutorial"
vid_108,Video Title 108,BB Ki Vines,Science & Technology,2023-10-17,5997225,452285.0,13772.0,"vlog,tutorial,music"
vid_109,Video Title 109,Aaj Tak,Entertainment,2023-02-09,2588719,116793.0,19712.0,"trending,cricket,music"
vid_110,Video Title 110,Technical Guruji,Education,2023-12-13,8917369,218116.0,7500.0,"shorts,trending,funny"
vid_111,Video Title 111,Technical Guruji,Science & Technology,2023-10-05,6496049,108913.0,16742.0,"shorts,tutorial,funny"
vid_112,Video Title 112,MrBeast,People & Blogs,2023-01-03,1658039,188332.0,19935.0,"tutorial,shorts,music"
vid_113,Video Title 113,Technical Guruji,People & Blogs,2023-08-20,7411921,480661.0,5986.0,"trending,shorts,funny"
vid_114,Video Title 114,StudyIQ Education,Comedy,2023-03-11,2602990,106671.0,,"shorts,cricket,tutorial"
vid_115,Video Title 115,MrBeast,Sports,2023-09-02,4685722,381838.0,1272.0,"vlog,tutorial,trending"
vid_116,Video Title 116,Aaj Tak,Science & Technology,2023-02-17,2267372,281952.0,19628.0,"music,tutorial,shorts"
vid_117,Video Title 117,NDTV,Science & Technology,2023-02-28,7728652,141295.0,17568.0,"shorts,music,cricket"
vid_118,Video Title 118,Ashish Chanchlani Vines,Education,2023-10-27,5785612,496814.0,16412.0,"trending,funny,tutorial"
vid_119,Video Title 119,BB Ki Vines,Education,2023-11-10,8198744,118372.0,4146.0,"vlog,funny,trending"
vid_120,Video Title 120,NDTV,Music,2023-05-10,8644739,121912.0,5597.0,"trending,music,cricket"
vid_121,Video Title 121,MrBeast,Science & Technology,2023-01-13,8757609,497207.0,9189.0,"music,funny,shorts"
vid_122,Video Title 122,Technical Guruji,Comedy,2023-07-24,5858837,468368.0,9897.0,"music,cricket,vlog"
vid_123,Video Title 123,Ashish Chanchlani Vines,Entertainment,2023-12-25,3383339,252179.0,18156.0,"funny,trending,shorts"
vid_124,Video Title 124,Sony Music India,Gaming,2023-09-09,8053121,455644.0,17758.0,"vlog,cricket,music"
vid_125,Video Title 125,MrBeast,Sports,2023-09-14,8447820,386586.0,678.0,"funny,vlog,cricket"
vid_126,Video Title 126,Sony Music India,Education,2023-03-20,325051,255170.0,4957.0,"tutorial,trending,funny"
vid_127,Video Title 127,Aaj Tak,Science & Technology,2023-12-20,3404485,475235.0,8886.0,"music,tutorial,funny"
vid_128,Video Title 128,StudyIQ Education,Science & Technology,2023-10-09,5150803,366196.0,10042.0,"funny,music,vlog"
vid_129,Video Title 129,NDTV,Education,2023-12-29,1184078,61382.0,8286.0,"funny,music,cricket"
vid_130,Video Title 130,Aaj Tak,Music,2023-11-14,5655162,123418.0,16189.0,"tutorial,music,funny"
vid_131,Video Title 131,T-Series,Gaming,2023-04-25,600216,423808.0,15719.0,"shorts,vlog,funny"
vid_132,Video Title 132,StudyIQ Education,Gaming,2023-08-16,243208,261434.0,584.0,"vlog,cricket,trending"
vid_133,Video Title 133,MrBeast,Travel & Events,2023-07-07,5992944,203479.0,16927.0,"music,cricket,tutorial"
vid_134,Video Title 134,Aaj Tak,Gaming,2023-02-21,1271965,494703.0,17183.0,"cricket,funny,shorts"
vid_135,Video Title 135,MrBeast,Travel & Events,2023-01-02,9739150,201603.0,3572.0,"tutorial,shorts,funny"
vid_136,Video Title 136,Sony Music India,People & Blogs,2023-09-13,3469393,138499.0,15683.0,"cricket,tutorial,shorts"
vid_137,Video Title 137,MrBeast,Comedy,2023-12-24,9961689,422883.0,7461.0,"funny,cricket,vlog"
vid_138,Video Title 138,Ashish Chanchlani Vines,Science & Technology,2023-01-06,7290263,35734.0,12928.0,"cricket,vlog,music"
vid_139,Video Title 139,NDTV,Travel & Events,2023-05-26,2411937,484484.0,1992.0,"trending,shorts,funny"
vid_140,Video Title 140,StudyIQ Education,Music,2023-04-16,3444884,236636.0,14708.0,"tutorial,vlog,music"
vid_141,Video Title 141,NDTV,Sports,2023-11-10,1241070,396157.0,10952.0,"cricket,music,trending"
vid_142,Video Title 142,BB Ki Vines,Comedy,2023-12-25,32339,197324.0,6055.0,"vlog,trending,shorts"
vid_143,Video Title 143,Star Sports,Entertainment,2023-08-04,3155852,239879.0,1533.0,"cricket,vlog,shorts"
vid_144,Video Title 144,Ashish Chanchlani Vines,Travel & Events,2023-08-24,8206934,87892.0,3303.0,"music,trending,tutorial"
vid_145,Video Title 145,StudyIQ Education,Travel & Events,2023-10-16,6013827,190154.0,3892.0,"shorts,trending,funny"
vid_146,Video Title 146,Ashish Chanchlani Vines,Sports,2023-06-14,937430,135013.0,19290.0,"cricket,vlog,funny"
vid_147,Video Title 147,MrBeast,Gaming,2023-08-29,1547877,41562.0,9489.0,"cricket,shorts,music"
vid_148,Video Title 148,Ashish Chanchlani Vines,Sports,2023-06-04,1040482,33206.0,11798.0,"shorts,cricket,funny"
vid_149,Video Title 149,T-Series,Education,2023-07-05,5321962,205360.0,16553.0,"vlog,funny,shorts"
vid_150,Video Title 150,T-Series,Travel & Events,2023-03-10,6901351,479703.0,17517.0,"shorts,tutorial,trending"
vid_151,Video Title 151,BB Ki Vines,Gaming,2023-03-19,105200,109301.0,931.0,"vlog,music,cricket"
vid_152,Video Title 152,MrBeast,Music,2023-10-03,3460415,267597.0,17101.0,"tutorial,vlog,funny"
vid_153,Video Title 153,Aaj Tak,People & Blogs,2023-08-14,3238702,223844.0,7841.0,"trending,funny,music"
vid_154,Video Title 154,Technical Guruji,Music,2023-11-06,5595581,107463.0,2128.0,"funny,music,shorts"
vid_155,Video Title 155,Star Sports,News & Politics,2023-02-09,5693912,,14659.0,"tutorial,trending,music"
vid_156,Video Title 156,Ashish Chanchlani Vines,Music,2023-09-09,1358161,351326.0,5717.0,"music,vlog,cricket"
vid_157,Video Title 157,Sony Music India,Music,2023-02-18,7040092,178615.0,5534.0,"tutorial,music,vlog"
vid_158,Video Title 158,Aaj Tak,Gaming,2023-03-11,1129951,468266.0,9673.0,"tutorial,vlog,music"
vid_159,Video Title 159,StudyIQ Education,Science & Technology,2023-10-28,9310162,60578.0,17124.0,"vlog,cricket,trending"
vid_160,Video Title 160,BB Ki Vines,Entertainment,2023-05-14,2745495,20343.0,4470.0,"trending,tutorial,shorts"
vid_161,Video Title 161,NDTV,Science & Technology,2023-11-12,9591407,483388.0,6311.0,"cricket,trending,funny"
vid_162,Video Title 162,NDTV,Music,2023-08-29,3113497,72065.0,19876.0,"cricket,trending,funny"
vid_163,Video Title 163,NDTV,Education,2023-04-24,2116626,3074.0,16969.0,"tutorial,funny,trending"
vid_164,Video Title 164,NDTV,Science & Technology,2023-12-05,8638960,358533.0,12167.0,"tutorial,shorts,trending"
vid_165,Video Title 165,Ashish Chanchlani Vines,News & Politics,2023-08-05,6065835,222564.0,6903.0,"funny,tutorial,cricket"
vid_166,Video Title 166,Ashish Chanchlani Vines,News & Politics,2023-04-13,2185941,115312.0,15804.0,"music,vlog,funny"
vid_167,Video Title 167,Star Sports,Sports,2023-05-27,2298991,298818.0,7959.0,"trending,cricket,tutorial"
vid_168,Video Title 168,MrBeast,News & Politics,2023-11-02,7722849,385932.0,2359.0,"cricket,tutorial,funny"
vid_169,Video Title 169,MrBeast,Entertainment,2023-07-07,75508,321195.0,2930.0,"trending,shorts,funny"
vid_170,Video Title 170,Technical Guruji,Education,2023-05-24,5276953,453800.0,5880.0,"funny,tutorial,music"
vid_171,Video Title 171,Technical Guruji,Travel & Events,2023-01-10,3013579,478697.0,3263.0,"funny,trending,cricket"
vid_172,Video Title 172,Sony Music India,Sports,2023-09-24,8928158,472416.0,8023.0,"trending,vlog,shorts"
vid_173,Video Title 173,Aaj Tak,Travel & Events,2023-06-30,5608489,63799.0,8307.0,"tutorial,shorts,vlog"
vid_174,Video Title 174,StudyIQ Education,Gaming,2023-05-26,3167890,331618.0,18208.0,"cricket,vlog,music"
vid_175,Video Title 175,Ashish Chanchlani Vines,News & Politics,2023-04-17,7965466,405298.0,4826.0,"vlog,trending,tutorial"
vid_176,Video Title 176,BB Ki Vines,Comedy,2023-03-24,1190519,316661.0,2487.0,"funny,vlog,music"
vid_177,Video Title 177,BB Ki Vines,,2023-05-12,804996,473475.0,4431.0,"shorts,vlog,cricket"
vid_178,Video Title 178,Technical Guruji,Music,2023-08-02,2865675,14993.0,12114.0,"music,funny,vlog"
vid_179,Video Title 179,Aaj Tak,Sports,2023-09-03,9560357,355929.0,137.0,"music,trending,cricket"
vid_180,Video Title 180,NDTV,News & Politics,2023-01-08,3922093,492727.0,14516.0,"tutorial,trending,music"
vid_181,Video Title 181,Technical Guruji,Science & Technology,2023-01-12,8870154,15420.0,5588.0,"music,tutorial,shorts"
vid_182,Video Title 182,Aaj Tak,Science & Technology,2023-12-18,9373049,423398.0,12489.0,"music,vlog,funny"
vid_183,Video Title 183,Ashish Chanchlani Vines,People & Blogs,2023-01-30,6841609,267010.0,12833.0,"funny,music,tutorial"
vid_184,Video Title 184,Aaj Tak,Sports,2023-03-08,16094,251957.0,11447.0,"funny,trending,tutorial"
vid_185,Video Title 185,Sony Music India,Comedy,2023-02-16,2870811,322719.0,9450.0,"trending,funny,music"
vid_186,Video Title 186,Aaj Tak,Sports,2023-03-21,5657400,259940.0,6509.0,"trending,cricket,vlog"
vid_187,Video Title 187,Star Sports,Comedy,2023-06-19,2162297,348973.0,,"trending,tutorial,shorts"
vid_188,Video Title 188,Technical Guruji,Sports,2023-01-15,4237577,388961.0,17784.0,"tutorial,music,trending"
vid_189,Video Title 189,Technical Guruji,People & Blogs,2023-02-07,328433,57127.0,6944.0,"tutorial,music,funny"
vid_190,Video Title 190,Star Sports,People & Blogs,2023-04-10,8825431,84529.0,6803.0,"shorts,vlog,cricket"
vid_191,Video Title 191,StudyIQ Education,Travel & Events,2023-03-28,916015,179291.0,7956.0,"tutorial,cricket,shorts"
vid_192,Video Title 192,NDTV,News & Politics,2023-01-05,1251612,290311.0,19295.0,"music,shorts,trending"
vid_193,Video Title 193,Ashish Chanchlani Vines,Travel & Events,2023-08-24,3452701,465911.0,16133.0,"music,cricket,vlog"
vid_194,Video Title 194,BB Ki Vines,Entertainment,2023-04-23,8055621,9595.0,705.0,"tutorial,funny,cricket"
vid_195,Video Title 195,T-Series,News & Politics,2023-06-08,687111,440563.0,15493.0,"funny,shorts,tutorial"
vid_196,Video Title 196,NDTV,Education,2023-01-05,2383778,35851.0,13866.0,"funny,music,tutorial"
vid_197,Video Title 197,StudyIQ Education,Travel & Events,2023-03-22,3959137,208533.0,11485.0,"vlog,trending,cricket"
vid_198,Video Title 198,NDTV,Gaming,2023-02-14,9482550,325862.0,1699.0,"shorts,music,funny"
vid_199,Video Title 199,NDTV,Education,2023-03-28,8511706,65605.0,1295.0,"vlog,shorts,trending"
vid_200,Video Title 200,Ashish Chanchlani Vines,Education,2023-12-06,820544,,7739.0,"tutorial,shorts,music"
vid_201,Video Title 201,Star Sports,Entertainment,2023-03-06,4157368,351511.0,12045.0,"funny,cricket,trending"
vid_202,Video Title 202,StudyIQ Education,Travel & Events,2023-04-22,9576607,127350.0,2951.0,"shorts,cricket,trending"
vid_203,Video Title 203,Technical Guruji,Education,2023-01-09,364343,209102.0,18117.0,"tutorial,shorts,cricket"
vid_204,Video Title 204,Aaj Tak,Entertainment,2023-06-20,7143130,187761.0,2985.0,"tutorial,cricket,funny"
vid_205,Video Title 205,T-Series,Science & Technology,2023-04-13,4629896,401874.0,14622.0,"cricket,vlog,shorts"
vid_206,Video Title 206,StudyIQ Education,Entertainment,2023-03-22,3698591,86047.0,9663.0,"cricket,vlog,tutorial"
vid_207,Video Title 207,Star Sports,Gaming,2023-08-18,9407717,83565.0,12388.0,"vlog,music,trending"
vid_208,Video Title 208,BB Ki Vines,Education,2023-05-13,996045,401602.0,8598.0,"trending,vlog,music"
vid_209,Video Title 209,Star Sports,Sports,2023-10-15,2893167,495464.0,0.0,"funny,shorts,cricket"
vid_210,Video Title 210,T-Series,Entertainment,2023-12-07,2944903,382581.0,15704.0,"vlog,tutorial,cricket"
vid_211,Video Title 211,MrBeast,Gaming,2023-04-26,1514328,275478.0,16867.0,"tutorial,vlog,cricket"
vid_212,Video Title 212,Sony Music India,Entertainment,2023-03-26,4178303,491707.0,4858.0,"trending,vlog,tutorial"
vid_213,Video Title 213,Sony Music India,News & Politics,2023-06-25,9155860,302905.0,12577.0,"tutorial,trending,shorts"
vid_214,Video Title 214,NDTV,News & Politics,2023-02-25,965827,367053.0,9240.0,"cricket,music,shorts"
vid_215,Video Title 215,T-Series,Gaming,2023-06-02,4807001,159297.0,19206.0,"music,tutorial,cricket"
vid_216,Video Title 216,StudyIQ Education,Sports,2023-08-07,8864623,108778.0,4366.0,"trending,music,cricket"
vid_217,Video Title 217,BB Ki Vines,Education,2023-12-11,1547570,262666.0,16971.0,"music,shorts,vlog"
vid_218,Video Title 218,NDTV,Education,2023-12-21,688343,439342.0,7648.0,"cricket,vlog,tutorial"
vid_219,Video Title 219,Technical Guruji,Music,2023-01-01,2691541,415611.0,12649.0,"cricket,music,tutorial"
vid_220,Video Title 220,NDTV,Comedy,2023-01-27,7363104,145006.0,16420.0,"cricket,tutorial,vlog"
vid_221,Video Title 221,Sony Music India,Gaming,2023-01-12,392166,413160.0,7114.0,"tutorial,music,trending"
vid_222,Video Title 222,Aaj Tak,Science & Technology,2023-02-03,3525287,457980.0,8905.0,"music,tutorial,shorts"
vid_223,Video Title 223,BB Ki Vines,Music,2023-07-19,7906253,330200.0,3397.0,"music,cricket,trending"
vid_224,Video Title 224,Star Sports,Gaming,2023-07-24,1958961,449341.0,1471.0,"cricket,shorts,music"
vid_225,Video Title 225,Ashish Chanchlani Vines,Comedy,2023-11-14,1637197,163487.0,13151.0,"music,trending,cricket"
vid_226,Video Title 226,Technical Guruji,Entertainment,2023-01-05,9803937,120793.0,12118.0,"trending,funny,tutorial"
vid_227,Video Title 227,Star Sports,People & Blogs,2023-08-07,9980427,72683.0,3959.0,"tutorial,music,trending"
vid_228,Video Title 228,T-Series,People & Blogs,2023-10-21,3300947,204051.0,12963.0,"tutorial,cricket,vlog"
vid_229,Video Title 229,T-Series,People & Blogs,2023-12-25,7484234,105485.0,13740.0,"vlog,shorts,music"
vid_230,Video Title 230,T-Series,Science & Technology,2023-01-21,989386,96023.0,19234.0,"cricket,trending,tutorial"
vid_231,Video Title 231,Star Sports,Comedy,2023-05-29,8495609,250211.0,9688.0,"vlog,cricket,tutorial"
vid_232,Video Title 232,NDTV,People & Blogs,2023-03-16,6479537,297195.0,10853.0,"cricket,shorts,vlog"
vid_233,Video Title 233,Sony Music India,Comedy,2023-12-29,5950742,272682.0,10255.0,"tutorial,vlog,funny"
vid_234,Video Title 234,BB Ki Vines,Education,2023-03-01,9303983,469646.0,4378.0,"vlog,trending,funny"
vid_235,Video Title 235,MrBeast,Education,2023-01-01,6602231,488216.0,2188.0,"shorts,vlog,funny"
vid_236,Video Title 236,Star Sports,Comedy,2023-05-23,8842335,107604.0,6125.0,"music,cricket,tutorial"
vid_237,Video Title 237,MrBeast,Sports,2023-10-29,7132216,293617.0,14104.0,"trending,funny,cricket"
